discourse_text,discourse_type
"The cons of being a part of Seagoing Cowboys Program is you have to work very hard , you have to do your part . Anthother thing if you get seasick it would be extra challenging , because your on a boat for serval mothes and weeks at a time",Counterclaim
"It is a dangerous job though. ""One rainy night, after making my hourly report to the captain, I slid down a slippery ladder on my backside. My heart raced as I shot feet first toward an opening on the side of the ship. A small strip of metal along the edge stopped my slide, keeping me from flying overboard into the dark Atlantic. I was happy to be alive. But I couldn't work for a couple of days because of cracked ribs."" paragraph 7. That shows Seagiong is a dangerous job and it's very serious trying not to get hurt. ",Counterclaim
"Okay,yes,it says in the passage that One rainy night,after making his hourly report to the captain,Luke slid down a slippery ladder on his backside and cracked his ribs. ",Counterclaim
I mean of course they would probably hesitate at first because they would be so far from home.,Counterclaim
I know most of you people are saying I dont want to join seagoing program because I dont have the money. ,Counterclaim
"I know some of you don't really care for animals, ",Counterclaim
It may take a long time to get there and back,Counterclaim
". annother thing is that there are about 335 horses, so if you are affraid of horses then this program isn't for you. ",Counterclaim
 Sure it is dangerous but,Counterclaim
"Although it sound all fun and games, there are risk",Counterclaim
"""why would I want to this job... I am not a farmer and I don't like animals that much?"" said the guy. ",Counterclaim
Lukes job is pretty fun although it can be very dangerous,Counterclaim
 when you go on the adventure it's going to take you abundance of days to get where you need to be ,Counterclaim
I believe that extracurricular activities are perfectly fine.,Counterclaim
"While I think that having extracurricular activities after school is a great idea, some might think that it could take too much time and iterefere with homework time.",Counterclaim
" Some people might say that some extracurricular activities, like sports, can cause injuries ",Counterclaim
Sometimes none of the activities catch the eyes of a student.,Counterclaim
"Some people may think otherwise, for example some students may think it's a bad idea for students to have to participate in at least one school activity",Counterclaim
There is indeed a lot of students who finds extracurricular activities fun and easy,Counterclaim
"Some say that when students participate in new activities it can give them a better attitude and make them distress,",Counterclaim
playing a sport is bad for some students. ,Counterclaim
"However, some people argue that students should be able to choose whether or not they want to participate in extracurricular activities in school. They cite people such as Jessica Grant, a professor from the West Virginia University of Psychological Studies, who said, ""when people have a choice in what they do, they tend to feel the benefits much more than those who are forced to do something."" ",Counterclaim
"Some people believe that students may be to busy for these activities. Editor Jerry Ram from the Michigan Company says that ""Students and teachers are busy a lot of the times, kids have homework and other things going on in their lives."" ",Counterclaim
"A lot of people on the other side say rule goes against people's right to make a choice for themselves. The most common example they use for this is that, in a study made by Mental Psychology University, 40% of students with lower self esteem and social problems often stay in their shell, out of habit and anger of being forced to participate. ",Counterclaim
But i understand how some people can not like these things they could have social anxieties or maybe they are not good at sports i understand ,Counterclaim
One popular argument is parents may not have the time to drop their child off at their club,Counterclaim
Another argument is children may not have time to participate in a club due to homework ,Counterclaim
"Lastly, some parents argue that they do not want to pay for their child to do an activity. ",Counterclaim
It would help us in somemany ways ,Counterclaim
But some people think that extracurricular activities are just a waste of time and that they don't really matter in the life.,Counterclaim
"If we look on the other side of this argument, the point is that students should take extracurricular activities to better themselves.",Counterclaim
"Unfortunately, many people still believe extracurricular activities are expensive and a waste of time.",Counterclaim
"the other point of view, It would be another thing added to a students list and another thing they would have to stress about ",Counterclaim
Even though participating in extra activities gives you a better chance at getting into colleges ,Counterclaim
"While some may say that kids have too much free time and we should give them something to do so they aren't on electronics, ",Counterclaim
I can see a probable reason the principal made this choice. I assume it is because the principal does not want there to be empty clubs/programs and that makes sense ,Counterclaim
But some kids would like it because they like sports or to work on the yearbook for the school or take serve on the student council.,Counterclaim
"Now the only reason I'm disagreeing with my principal is because he/she said I must attend an extracurricular activity. Some students don't have a club or sports team to attend, so an extracurricular activity would be a great idea for these people.",Counterclaim
 However not everyone has friends and not everyone has social skills.,Counterclaim
"However, some people will agree with doing an extra activity,",Counterclaim
"School clubs are a very good way to meet new friends, have fun, and learn. ",Counterclaim
"some people argue that having these teams and a type of competitiveness which can cause kids to be rude and be unkind to the other teammates who they think is ""not good enough""",Counterclaim
Some people argue that school should only be for academics. ,Counterclaim
"on the other hand, maybe we shouldnt have these activities because the schools already put enough money into teaching kids do we need to spend more money on this activities? ",Counterclaim
"On the other hand, some people claim that extracurricular activities are just a waste of time. ",Counterclaim
Others may say that we should not have extracurricular activities because it pushes student boundaries. ,Counterclaim
What if the students make more friends?,Counterclaim
 I would be fine with this idea because i love sports and that is something i'm interested in ,Counterclaim
Some students arent able to go after school. Some students have lots of homework and don't have any way to leave the school. ,Counterclaim
People who don't like extracurricular activities say that requiring students to join out-of-school activities deprives them of time after school to complete homework. ,Counterclaim
"Someone might say that, it will allow students to make new friends. ",Counterclaim
Another argument would be that it would help students stop being so lazy.,Counterclaim
There are some people who may argue against everyone having to participate in an extracurricular activity. They may say that they don't have the time to participate and if they do then they won't get their school work done. ,Counterclaim
You may also argue that there are no extracurricular activities that are offered that you want to participate in. ,Counterclaim
student grades can fall from the lack of focus from these activities,Counterclaim
"You might be thinking that time management is a good skill to practice, in which you're not wrong",Counterclaim
" I know what people would say ""oh, but they may just find a hidden talent they never knew they had"".",Counterclaim
"not all extracurricular activities are fun, Sometimes students go to an activity be themselves and do not enjoy it. They think doing extracurricular activities are not all rays of sunshine,",Counterclaim
Although you might not be thrilled about staying after school ,Counterclaim
Although you might think extracurricular activities are boring ,Counterclaim
"Many people say that students should be able to choose what they would like to do,",Counterclaim
Many people would argue that extracurricular activities are a great way to make new friends and have fun. ,Counterclaim
"Maybe staying after school could help increase students self-confidence, make new friends, or increase their mental health. ",Counterclaim
some cases activities can be good for children.,Counterclaim
some may say extracurricular activities are a waste of time and money. Some activities might require fees and time after school.,Counterclaim
some people believe it shouldn't be required to do some sort of extracurricular activity because they would take up unnecessary time ,Counterclaim
The problem that most people have with after school programs is that it decreases the time for getting homework done on time. ,Counterclaim
"Some people might disagree with this decision. They might say '' I have other things to do,"" or, "" I don't like any of the activities provided!""",Counterclaim
"On the other hand people may think that having one extracurricular activity will help students be more happy and it's better for them. After-school activities can help you meet new people, socialize, have fun and many more things.",Counterclaim
"Although the goal of this rule would be to create a good learning environment and a chance to participate in more interactive learning experiences,",Counterclaim
Me on the other hand I like to be independent when it comes to certain things like track if you run track you most likely run alone. ,Counterclaim
but it does come at the price that some students are not able to do extracurricular activities for certain reasons. ,Counterclaim
"Of course, like any plan for schools or elsewhere, it isn't perfect. There's many things someone could say as to why they disagree with the principal's choice",Counterclaim
 A good amount of students don't do any extracurricular activities because they just don't have the time or means to participate. ,Counterclaim
"Some students don't want to do after school activities because they think there're a waste of time,",Counterclaim
"However, if dont like it, its going to be a everyday thing so soon or later you going to like it,",Counterclaim
during football games the players can be really loud and anoying and tease you wich can be bad and get people mad that has happened alot during football history. ,Counterclaim
"look, I'm 14 and I know us teens don't like doing very much.",Counterclaim
"Some people might say ""kids need excersize"" ",Counterclaim
"I can see that there are some positive things about this decision of taking an after school activity everyday like meeting new people or learning something new, ",Counterclaim
Some people may think that extracurricular activities aren't necessary for all children but that isn't the case.,Counterclaim
You principal said all student's should have to attend a extracurricular activity. Student's are not going to want to do this.,Counterclaim
"I see why some students will disagree with my opinion on extracurricular activities because some people do have things going on in their life. I understand that some people are really shy, but its always good to step out of your comfort zone. Overall though, it is hard to talk to people when you aren't the type of person too.",Counterclaim
While kids may want to do extraculliculars,Counterclaim
" some might argue that students should not be mandated to take part in extracurricular activities, and say that teens may already have a ""full plate"" and thus become stressed ",Counterclaim
On the other Extra curricular activity come off as useless and left in the dust ,Counterclaim
But one the other hand people just seem to not care,Counterclaim
sure it would be similar if you agreed,Counterclaim
"there can be some negatives towards extracurricular activities such as getting injured, or not being able to hangout with people.
",Counterclaim
"However, many people believe that students shouldn't be the ones having to do extra work to help out.",Counterclaim
Many say that students will lose focus and interest in school when they take a part in extracurricular activities.,Counterclaim
These activities surely are expensive on school ,Counterclaim
The principal took a risk with this. The risk he took is the reaction of the parents and the teachers.,Counterclaim
Joining an outside group or involving yourself in a social setting where one participates in a hobby may be healthy and is encouraged,Counterclaim
but some student thinks one activity is not enough for them ,Counterclaim
"Although all students could possibly find something they're interested in when it comes to after school activities, such as clubs or sports,",Counterclaim
"Although some might argue that they might not have time for this after school activity because of homework or chores,",Counterclaim
"Well, what if students don't want to participate?",Counterclaim
Extracurricular activities are there for students to enjoy them and feel like they are apart of something.,Counterclaim
"However, some people don't like joining clubs because they could be antisocial or can be nervous and have trouble meeting new people ",Counterclaim
"On the other hand, students shouldn't be forced to do an extracurricular activity if the don't want to. A study done by the Loudoun County Public Activities Club (LCPAC) showed that students that were forced to sign up for and activity didn't have fun or enjoy them self.",Counterclaim
Some people may say that its a wast of time and you could be doing something academic with that time and that other activities would be more appropriate for the school day. ,Counterclaim
"I could see you thinking but if there are little kids, and they can be a little annoying. If you ask but what if the older kids run me over.",Counterclaim
This may be good for other students,Counterclaim
Most teenagers can't participate in any extracurricular activity for different reasons. ,Counterclaim
Some parents think sports are a waste of time and that you are not going to needed in the future ,Counterclaim
"
Although it's pretty clear that Generic_Name's rule should be passed, it was mentioned earlier to be controversial. This is because several parents and students at Generic_School say that this rule is infringing on their right to pursue happiness. The Constitution clearly states, when listing the rights of all U.S. citizens, ""The pursuit of happiness"" ",Counterclaim
"Having students participate in things beside schoolwork is important,",Counterclaim
"Now some people might say that it's ""too hard"",""I just dont need it"" , or "" it takes too much time"".",Counterclaim
"If you don't want to go you will have to go to the principal and explain why you can't, ",Counterclaim
Sometimes there are some disadvantages in extracurricular activity but not a lot.,Counterclaim
"Although there can be conflicts with money and time that some students might not have, ",Counterclaim
However having an extra curricular activity can mean more harm than good. ,Counterclaim
Some people argue that students will not have time for an extracurricular activity to be added to their schedule.,Counterclaim
some people might think the new system is bad because students would want to relax or hang out with friends,Counterclaim
Some people are not as fortunate as us and many sports have a fee to sign up as a result to that some families might not be able to afford that fee. ,Counterclaim
A lot of sports have practices almost every night and it might last until 9:00. So when you get home your exhausted and you don't feel like doing your homework or any project thats due soon. And its hard to find the time to do it.,Counterclaim
There is something good to it. It can make them try new stuff. ,Counterclaim
"Although some students may not be sociable, this rule could open some new doors for them, finding a new passion, or something they do in a extracurricular activities might just be their job when they get older. ",Counterclaim
doing something for the school is not bad,Counterclaim
now if some students want to participate in some of the activities they can ,Counterclaim
"However, some people may say that they don't have enough time for extracurricular activities. ",Counterclaim
"Teachers and the school, and of course mainly our principle, may think that putting down a rule to have to be ""using your time for learning and having fun"" makes us more productive. ",Counterclaim
 I also agree because it will help kids get personal stuff outta there mind,Counterclaim
Student council is actually really good,Counterclaim
The principal actually is thinking because he does what new things for them in life,Counterclaim
" Extracurricular activities do give some students the opportunity to expand their knowledge in certain areas, spend time with friends, and maybe help them find their passion in life,",Counterclaim
A supporter of required extracurricular activities would say that it allows students to try new things that they may enjoy ,Counterclaim
 A supporter of extracurricular activities would say that students would manage their time wisely. ,Counterclaim
 A supporter of extracurricular activities would say that forcing students to participate in these activities would be beneficial them ,Counterclaim
Some parents and students complain that they won't have time for homework,Counterclaim
"While some may enjoy sports or other extracurricular activities, ",Counterclaim
 I also disagree because some students need to do some at home,Counterclaim
"i disagree inone thing again some students just stay after school to finish a test,work,progetor a asy for the teacher or just stay to learn more about what there wanna do of the work or esy is wanna be about ",Counterclaim
Maybe this new rule works differntly than I guessed it would and maybe it is a good idea,Counterclaim
"Many people worry about participating in these activities, believing that students will not have enough time to focus on their studies.",Counterclaim
 at the same time it will depend on the students and how they want to spend their time. Also it could prove defective if the students feel too much pressure do to school work and the requirements needed for their specific activity.,Counterclaim
although students could have positive impacts by this decision it could also have negative impacts;,Counterclaim
Do I believe this is a good idea? Yes,Counterclaim
"But, not everyone has that packed of a schedule so for those people that could stay after for a little and kill some time, let them. ",Counterclaim
Now some may argue saying schools have enough clubs to satisfy everyone.,Counterclaim
Another posible arguement is that a club builds confidence,Counterclaim
 I understand that the principal just wants his or her students to have a healthy life,Counterclaim
"mandatory participation in an extracurricular would seem to many like a bore,",Counterclaim
Some people may say it is a bad thing to do an activity after school because there is no time for studying or homework ,Counterclaim
Outside activities are also bad because they can take up way to much time and are to far away.,Counterclaim
some people believe that extracurricular activities should not be mandatory. They say that some students prefer not to participate in an extracurricular activity.,Counterclaim
Some students might not like it because it would take time away from doing other things.,Counterclaim
While some might say that requiring participation in these activities limits the amount of time that could be spent on schoolwork ,Counterclaim
Many students use homework as an excuse not to participate in after-school activities ,Counterclaim
Another excuse is that the price to participate in these activities is too much.,Counterclaim
Carpooling may be a option,Counterclaim
"Some people may think that extracurricular activities are just a waste of time, or that it wouldn't benefit them in any way. They also might think that it would be just like school. Also, now that the principal made extracurricular activities mandatory, those people would be upset",Counterclaim
"However, some students may find it rude to be forced to do an activity. We have homework and activities outside of school ,so why do we have to stay at school for an extra hour? In order to make everyone agree with the idea of having to participate in a club we have to fix the problems.",Counterclaim
Another issue is what if parents can't pick up their child? ,Counterclaim
 For some students it can be hard to manage their time at home or might not be able to fit a few hours to complete these activities in their schedule.,Counterclaim
"this perhaps may be excellent,",Counterclaim
but the extracurricular activity here are well for kids,Counterclaim
"On the other hand staying after school would maybe help, but mostly for students who will not be busy after school.",Counterclaim
A flaw in this plan is that students might not show up and never come to any of the meetings and activities.,Counterclaim
"However, i do understand why some people may be against extracurricular activities. ",Counterclaim
While I believe that these activities may help some students,Counterclaim
"Some might argue that its called extracurricular for a reason and that it should not be mandatory and students should decide if they would like to participate or not,",Counterclaim
Most people probably think differently about trying new classes because they dont want to force there in to doing sometghing they dont wanna do.,Counterclaim
"On the other hand making students stay after school might benefit them. Some teacher may think that some of their students need extra help. So staying after school may help these students, or some student are very athletic, so if they stay after school for a sport it would help them lose of the energy they have and calm them down",Counterclaim
 If they enjoy it they can overcome the barrier with hard work and determination. ,Counterclaim
"I get that maybe your shy or something like that,",Counterclaim
"Students would rather go home and play video games,",Counterclaim
Some people might say doing extracurricular activities is a waste of time and will only distract students from their studies.,Counterclaim
"Now some people may ask, ""What if my child doesn't like sports?""",Counterclaim
"If the parents want to spend that money, they can.",Counterclaim
Some people argue that doing extracurricular activities can improve your experience at school. Most highschoolers say school is more enjoyable when you do extracurricular activities. ,Counterclaim
"Some may say that being a part of an extracurricular is good for students' futures,",Counterclaim
"Except sports are a little different.
",Counterclaim
I think other people would disagree because they don't wanna be forced to do something,Counterclaim
"extracurricular activities are great for growing teenagers, it can be a great safe space for them, ",Counterclaim
Others might say its a waste of time because not everyone wants to do it or wants to be a part of it.,Counterclaim
"You might say that not all sports are right after school, and I'd say that is correct,",Counterclaim
"On the other hand, joining an extracurricular may be fun. It's a great way to make new friends! If you're bored at school, it's something to do! It looks and sounds really fun, ",Counterclaim
"People are getting mad at Mr. Generic_Name and are leaving rude messages to the school saying , ""my kid should not have to participate if they dont want to"" ,",Counterclaim
"You may argue that many students have completely empty schedules, so this will not harm them.",Counterclaim
"People might not want to require extracurricular activities, ",Counterclaim
even thought it can improve social skills ,Counterclaim
although there are many reasons as to why we shouldnt force kids to participate in extracurricular activities there is also a good side to it. many kids who love playing sports and doing the yearbook would not be affected by this new rule because the school is basically asking them to participate in something they would have participated in either way. ,Counterclaim
Some might say that extracurricular activity's could help students meet new people or gain social skills ,Counterclaim
Some would say that students need to learn to work together and be a good person in general,Counterclaim
Reasons why students should have to take a extracurricular activity are it can help students become healthier. Another reason is if a students parents don't get off from work till a certain time they can have there child stay after school and do a extracurricular activity until they get off work and can pick them up. Also students might be behind in there work and if they have to do a extra curricular activity they can stay after school and get all caught up on there work. ,Counterclaim
"You may think, ""It's nice that the students can find a friend, but what if there is nothing they would like or want to participate in?""",Counterclaim
"Some may thing ""But what if the government doesn't want to support the schools in the adding of more classes?""",Counterclaim
" having a extracurricular activity can allow less time for homework, or can negatively effect you grades.",Counterclaim
"However, the specific decision of the principal should be changed as students may already participate in extracurricular activities not provided by the school. ",Counterclaim
Someone may argue that school clubs can make students more social and help them stay active. ,Counterclaim
"Some students do multiple after school classes a week, but this can be stressful at times. ",Counterclaim
But some people will probably say that kids need freedom and should not be forced to do extracurricular activity.,Counterclaim
"I dont think it is wrong sports are very good for you for example sports are good exercise and you could try something new, and you could even learn that you like a sport,",Counterclaim
I see how it could be good to put kids in new programs,Counterclaim
"On the other hand, a lot of schools are not making kids take an extracurricular activity. ",Counterclaim
Having to pick out a after school activity can be stressful when dont have a any hobbies or even know what your interested in. ,Counterclaim
"Yes, extracurricular activities are hard to do or may seem like a waste of time,",Counterclaim
But what if students donÃÂ´t like any of the activities.,Counterclaim
Some might say its better for kids to do after school activities ,Counterclaim
When you first decide you want to join a club it might be scary because you don't know anyone or which one to choose so you can fit in,Counterclaim
"People who support the principals idea may say things like ""the more activities, the better"", or ""now the students have things to do with their friends ",Counterclaim
but some students may really enjoy doing sports or extracurricular activities.,Counterclaim
"This is saying that there is alot of risk in going to go research venus.
",Counterclaim
But there are some dangers to exploring these planets ,Counterclaim
There are also many dangers that come when visiting Venus,Counterclaim
Even though the author states reasons why it is a worthy pursuit there are still dangers to it. ,Counterclaim
"Yes, it might be dangerous",Counterclaim
What he does not talk about well is the why. Why Venus is a worthy pursuit despite the dangers. ,Counterclaim
"On the other hand the author doesn't give a solid reason for why studying Venus is worth it and despite the risks. ""Striving to meet the challenge presented by Venus has value, not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equally intimidating endeavors,""(paragraph 8).",Counterclaim
The author aslo doesn't give a sound explanation as to how the danger of heat can be overcome for enabling the trip to be successful ,Counterclaim
They could have totally messed up on the calculations of surviving on the planet and it might be a failure ,Counterclaim
 A spacecraft hasnt landed on Venus in 3 decades due to the harsh conditions. ,Counterclaim
"Although it is not the most persuasive support and idea he displays that Venus is a worthy pursiut,",Counterclaim
"He does not support this idea throughly, giving limited information to convice the reader of his claim. He only says it can last in challenging conditions for a limired amount of time, but does not mention any support, leaving silicon carbide as his weakest support on how using that, can convice people that Venus is a worthy pursit depsite the dangers it possesses. He uses only one fact, but not not give enough anaylsis to make his argument strong or very clear. ",Counterclaim
"While the author believes there are a number of dangers in the exploration,",Counterclaim
But I also think it's a bad idea to send people to Venus and study more about it.,Counterclaim
"However, there are still a few ways that the author tore down his own claims that he was making about the mission its self. ",Counterclaim
"Yes, Venus has a lot of risk ",Counterclaim
There are a lot of dangers when is comes to living on Venus ,Counterclaim
I think that we should not waste our time to explore Venus ,Counterclaim
Also even if there is dangerous,Counterclaim
NASA has came up with a ¨solution¨ of the problemof gaining knowledge of Venus which is for a vehicle to hover over Venus and scientists would safely observe the planet that way.,Counterclaim
"i know your thinking why would people wanna go there,",Counterclaim
"What would make the danger of going to Venus worth it? In paragraph four, the author states ""Astronomers are fascinated by Venus because it may well once been the most Earth-like [...] a crucial consideration given the long time frames of space travel.""",Counterclaim
"Do the dangers of Venus outweigh the reasons to study it? The author of ""The Challenge of Exploring Venus"" belives they do not ",Counterclaim
"In the closing paragraph of the article they write, ""Striving to meet the challenge presented by Venus has value, not only because of the insight to be gained on the planet itself, but also because human curiousity will likly lead out many intimidating endeavors."" ",Counterclaim
We could use spacecraft to hover over venus about 30 miles or so above it.,Counterclaim
"Are technology gets better throughout the years, so maybe one day well figure a way out to oustand that heat and pressure ",Counterclaim
In the artical the author sounds very confident about this exploration ,Counterclaim
even though it is dangerous ,Counterclaim
"The author could've included more evidence to support his view, but he did provide one piece of sufficient evidence. Paragraph 4 reads, ""Long ago, Venus was probably covered largely with oceans and could have supported various forms of life, just like Earth."" This piece shows that some scientists want to explore Venus for its ancient possible ability to explore life ",Counterclaim
". This may seem indisputable to many, however we need to consider, ""what are some other options for pursuing such a risky mission, while creating something in which can be both safe and scientifically productive?",Counterclaim
Although some may say that all missions to go to venus are failed and its dangerous,Counterclaim
Many people may say they dont want to risk peoples lifes or to scared of what could go wrong ,Counterclaim
"The author of the article mentions clearly in paragraph three the intolerable living conditions of the planet Venus. Although the author has knowledge of these dangers,",Counterclaim
However it is dangerous and that's the only thing that's stopping NASA from sending a human to Venus,Counterclaim
"Throughtout the article, ""The Challenge of Exploring Venus,"" the author presents infomation for exploring Venus being both beneficial and harmful,",Counterclaim
Some people may think studying Venus isn't a worthy persuit because of how dangerous it could be for astronomers to examine it ,Counterclaim
People also may think coming up with devices to make scientists float over the surface is putting them in a position of getting hurt due to all the fails that have happened,Counterclaim
"On the contrary, Venus does have large setbacks that could hold us back from doing so. Like the planets surface temperature, 800 degrees fahrenheit is a lot higher than any human can handle, along with 97 percent carbon dioxide blankets that create the atmosphere for the planet.",Counterclaim
Even if we were able to have a ship hover over the planet we would be able to see much becouse most froms of light cannot penetrate the dense atmosphere,Counterclaim
The athor states that Venus has proven many times before that it is not an easy planet to study.,Counterclaim
These dangers may seem like it isn't a worthy pursuit,Counterclaim
"The only bad thing about what they are trying to do, is the dangerous conditions.

Its far more extreme than what any human has encountered on Earth.",Counterclaim
"Their plans are to use a blimp-like vehicle that will withstand the great amount of pressure and heat. It will fly thirty miles above the Venusian landscape, avoiding any ground conditions that would do them harm. It would still be 170 degrees F., but they would have an abundance of solar energy, and the radiation woud not exceed Earth levels. ",Counterclaim
"While scientists believe that Venus was at one point like earth, there are some facts that show that it has the looks of earth in some ways.",Counterclaim
"The article says,""Many researchers are working on innovations that would allow our machines to last long enough to contribute meaningfully to our knowledge of Venus.'' Which is great they are working on that,",Counterclaim
"But like everything, there is a down side to living so close to the sun.
",Counterclaim
" Although the author referred to the study being beneficial to man's sense of imagination and innovation,",Counterclaim
"On the contray, the author gives more background information than what good could come from studying Venus. The author states all the information that desscribes the atomosphere and what the surface of Venus is like but gives very little information that concerns the reason why Venus should be explored ",Counterclaim
"In ""The Challenge of Exploring Venus"" the author shows a clear, all out passion torwards the study of the molten planet. ",Counterclaim
"I do understand why Scientists would like to go to Venus, it would be a great acheivement for humanity ",Counterclaim
" Here's my problem with the authors claims, and that is that they have no hard proof or that they don't go into detail. ",Counterclaim
venus is high radiated and very hot their atmospheric pressure is high. The thought of any person wanting to go their is dispicable because of such harsh conditions.,Counterclaim
doing so will take alot of tech we dont have yet,Counterclaim
"Finally, the author takes into thorough consideration that the temperatures and brutal lack of livable substance on the planet ",Counterclaim
"For one, he does state that yes, of course it is very dangerous studying Venus and it's suroundings due to all of the risky factors on the plantet ",Counterclaim
"
Although that would be great to find out, the dangers are so high on the planet that it would be almost impossible to figure out",Counterclaim
"Though there are certainly high risks that come with traveling to such a dangerous planet,",Counterclaim
The author of the article does mention how difficult it is to study Venus by bringing up the planet's harsh atmosphere in Paragraph 3 ,Counterclaim
 He does mention that those plans may have challenges fo their own in Paragraph 6.,Counterclaim
"but what about power, the temperature, and air pressure",Counterclaim
So then what about the danger of radiation well it turns out that that is also brought up.,Counterclaim
"On the other hand, the reasons to visit Venus are, dare I say, lacking ",Counterclaim
"The author provided solutions to these problems that scientists are working on,",Counterclaim
"I dont disagree that going to Venus will gain us insight on the planet, spark imagination, and create innovation",Counterclaim
"The big issue though is that the tempture gets really high like around 800 degrees for example it siads that ""Venusian geology and weather present additional impediments like erupting volecanoes, powerful earthquakes, and frequent lightn skrikes to probes seeking to land on its surface.""",Counterclaim
They think that many years ago that Venus was just like Earth but they have no evidence to support the claim. ,Counterclaim
The author supports further Venus expiditions because of the insight we would gain from it.,Counterclaim
The author brings up the idea of having the scientist float thirty miles or more above the surface.,Counterclaim
Even if he brings up points why we should still go there ,Counterclaim
The author also brings up that there could be a survivable soulution by having a blimp-like vehicle hovering 30 miles above the landscapre. ,Counterclaim
The author then mentions that researchers are looking for innovations that would allow our machines to last long enough to contribute knowledge over Venus. ,Counterclaim
"Like any good argument, the author highlights some counter arguments, and then gives possible solutions. For example, the author explains the harsh conditions of Venus such as high temperature and high atmospheric pressure. The author even tells the reader that, ""no spacecraft has survived the landing for more than a few hours.""",Counterclaim
"However, the author is a bit off the mark when it comes to explaining why what we find on Venus can help humanity out. Although it states what we can find on Venus, and how it is Earth-like and the planet closest to Earth, ",Counterclaim
Many people may think that since Venus has 97 percent carbon dioxide and tht its over 800 degrees that it's not safe for people to travel because those are extreme measures the human body can not take.,Counterclaim
It is hard to study Venus,Counterclaim
"There are also many more things we need to study about Venus, that may not be so safe. Venus is the second planet to our sun, which may be too hot for humans to be on. This planet is a very challenging place to examine ",Counterclaim
"Even if the author builds the fact that it is currently impossible to send a manned mission to Venus,",Counterclaim
"After the author discussed about the dangers and challenges of Venus, readers may wonder why scientists would even bother to study such a life-less planet.",Counterclaim
"Venus, also known as the ""Evening Star"", since it is so easy to see at night, and our ""Sister Planet"", is a very difficult place to study. ",Counterclaim
 But because of the dense clouds not letting most light forms into the inner atmosphere it would hinder insight of the surface. Thus rendering the photography and videography unavailable. ,Counterclaim
Along with venus having good things; Venus can also have bad and dangerous things ,Counterclaim
"However, there is some evidence to support that the author is not completely on board with some things regarding the exploration of Venus",Counterclaim
"However, right after making that statement, the authors first sentence in paragraph 6, combats the idea that it is survivable for humans ",Counterclaim
The one thing the author does not write about is how much all of this is going to cost and who is going to pay for it.,Counterclaim
"In the introduction, the author is describing Venus and explaining how ""The Evening Star."" Is the nickname, but beyond that- paragraph 1 and 2 wasn't explaining why you should pursuit it. ",Counterclaim
"Yet one paragraph that is arguing with wanting to go to Venus is ""Each previous mission was unamed, and for good reason, since no spacecraft survived the landing for more than a few hours."" ",Counterclaim
"Before this though, the author described how dangerous Venus has become and how it has almost become impossible for scientists to send a robot to the planet. ",Counterclaim
"Although these are all fair reasons to want to visit Venus once again, astronomers have to keep in mind all of the negative characteristics that will set their exploration behind.",Counterclaim
They eventually hit the oppostition and shows the down fall with NASA's great plan.,Counterclaim
"Throughout the story the author does list at least one benefit to exploring Venus. In the story he writes, "" it may well once have been the most Earth-like planet in our solar system."" Yes i can agree that would be a great reason to explore Venus,",Counterclaim
"However, they arent working out so well as a vehicle like this would prevent them from collecting any rocks or gases to bring back and research.",Counterclaim
This is to explain that the dangers of going to Venus far outweigh the saftey.,Counterclaim
"Although there are many valuable reasons as to why Venus is worth studying for, the author includes some evidence that indicate why Venus exploration is not succeeding as well.",Counterclaim
Yes there are many risks to going to Venus and here is why we shouldn't ,Counterclaim
"In other hand, I believe this has to be limited to protect individual human rights",Counterclaim
them again we wouldnt need to invest in this if students spoke up about what they needed and whats going on,Counterclaim
The school board or government shoudnt have to invest in the Facial Action Coding System if teachers take the time and talk to their students,Counterclaim
"However, there is a downside to the system. If the computer is doing all the teaching, why would we need teachers? Kids would start to lose the interest in their teachers. ",Counterclaim
"Even with all these benefits, there are also some flaws to the idea of having this program on the computers.",Counterclaim
"Another flaw to this idea is how students act. Some students will be able to take this program seriously, other students may be childish about it.",Counterclaim
Another problem that students may come across is the teacher.,Counterclaim
"On the other hand, what could the Facial Action Coding System be useful for in classrooms? Students may be able to use this feature in physiciatry studies",Counterclaim
"The author states that Dr. Huang predicts, "" A classroom computer could recognize when a student is becoming confused or bored."" and then goes on to talk about how the computer would modify the lessons for the student. ",Counterclaim
"But also the Facial Action Coding System enables computers to identify human emotions can help, but if the person wants to ",Counterclaim
"Although some people may think that the Facial Action Coding System is a phony,",Counterclaim
"Some people may disagree with this and think that a computer does not have all of the resources that students need to understand a lesson. Though some people may think that face-to-face learning is more effective,",Counterclaim
"People may disagree with that and say that not all facial expressions are the same,",Counterclaim
The main reason why this is creepy to me is it reminds me of the Movie Tremator.,Counterclaim
Technology could not be this percise and acurate to say the EXACT number of ehat emotion your feeling.,Counterclaim
Although it might be a very fun thing to do it might also not be the best,Counterclaim
On the other hand it can make kids feel uncomforable. most kids don't like to talk about their problems.,Counterclaim
"In the other hand in paragraph 6 when the author stated ""A classroom computer could recognize when a student is becoming confused or bored, then it could modify the lesson like an effective human instructor",Counterclaim
"
Although there is no definite way to ensure that students will completely understand the things they are taught,",Counterclaim
But i also have a good thought on technology reading people faces .,Counterclaim
Another reason i like the tecgnology reading people expressions is because police can use the computer.,Counterclaim
"However, this could also be a bad idea.",Counterclaim
Although this would not always be 100% accurate,Counterclaim
