discourse_text,discourse_type
students must acknowledge their deficiency in areas needed to provided a well suited project. ,Rebuttal
But knowing that i've already spent months in schools and i've picked up their traits along the way I am not trying to have to force myself to do anything in the time that I am free from school. ,Rebuttal
"but this is false. Although some may disagree, students should design their own projects over the summer.",Rebuttal
 but this is not true,Rebuttal
"but any subject can enhance the knowledge of a student. Even if the student is interested in video games, they could still complete a project on the mental effects of violent video games.",Rebuttal
"But, allowing students to design their own project would instead peak their interests, so they would feel encouraged to put effort into the project.
",Rebuttal
"Although this may be true, teacher-designed projects would be more beneficial than a student choosing their own subject.",Rebuttal
"Actually, a student-designed project is more difficult than it seems ",Rebuttal
"But this could be avoided by having students submit their topic online over the summer so teachers know what they can do to be prepared. Students can then meet with three or four teachers, one of which could be someone with some prior knowledge of the topic, and students can go more in depth into their project. Teachers can ask questions making it more like a discussion that the student can lead instead of a student presenting to a class of their peers. ",Rebuttal
" I would have given up and procrastinate whenever there is a project assign to me over break. If the student design the project it would not very educational, they would not know what to do on the project. Having a teacher-designed project is important to their education and to the school. Their lack of understanding of creating a summer project that has to be important to their electives and their learning.",Rebuttal
"but a student-designed project can outbalance the good in a teacher-designed project. Rather that telling us what we need to Know students should be able to show just how much they actually know, some student can look up the information then forget about it because it is something that they are being graded for and have to include it in the project to get the best grade they can achieve. ",Rebuttal
Although some students would just want to be done with their project and do something easy most students would want to use this project as an opportunity to get their point and ideas across ,Rebuttal
"But when taking a look at the students in these AP classes, on average students in AP classes struggle and receive poor grades in these classes. This is due to the lack of teacher leadership in these classes. Students in AP classes do not get enough guidance to fully understand the curriculum. ",Rebuttal
"however, if students make their own summer project design it is way better because student have better ideas, less stressful, and get to have more fun while doing the project.",Rebuttal
but having a rubric and due dates can also make students unable to build or practice that independent work ethic and will most likely end up relying on someone to do the responsibility.,Rebuttal
"Put yourself in a young students' shoes, you're in school for nine months and you finally can relax, go home, and just enjoy your time off because you did great during the school year and you deserve it. Then your teacher mentions summer assignment's that will be designed by him or her. The assignment's will likely be a load and it all has to be completed by a certain date. That's just completely unfair, because you work hard all year just to get time to relax and you can't. It's probably very overwhelming and young students need time to take a break and have fun especially after the long nine month slog they call school. ",Rebuttal
"but that's false.
",Rebuttal
" Even though teacher-designed projects are easier to grade for teachers, it limits the students' ability to push themselves to go farther and think independently ",Rebuttal
 but it will still be easier to grade the projects consistantly if it is all quality work that the student enjoyed completing.,Rebuttal
"However, the thought of limitation manifests into the actual limitation of the students and their lack of experience.",Rebuttal
"but students would rather create something to their own benefit. What I mean by this is, students will come up with a task that's easy enough to complete. Nothing challenging, time consuming, and well organized would be taken in to consideration. They don't want to create something that makes them have to think outside the box. They'd rather keep it simple.",Rebuttal
but students understand things more when it's coming from experience. ,Rebuttal
"Though, there are students who do not do the appropriate amount of work throughout the school year, many students already handle great responsibilities in their life; such as babysitting a younger sibling, sports practices, and having a job to not only support themselves, but their families too. ",Rebuttal
This is where the real beauty of student-designed work comes in. Even those who don't want to have to sacrifice their precious three months of freedom can still get in valuable time applying what they learned the previous school year.,Rebuttal
The students free choice would come out during the creation of the project meaning it could be perfect for them and then they work on it in their own way ,Rebuttal
" but various pscyhologists, notably Generic_Name, have disproved the claim, finding no evidence of maturity being linked to one's intuition or strive of creativity. In fact, this myth actually arose due to various reforms of the Progressive Era restricting children and immigrants' personal freedom, which continues to this day. Although many would deem this irrelevant, it is precisely the reason that we must not hold back to provide students with freedom in creating their own projects and avoid persisting a key issue. ",Rebuttal
" Research conducted by various universities, such as the University of Chicago, has shown that students are not prepared for upcoming projects every time they complete a teacher-designed project;",Rebuttal
 this is false because if you make the project you know all the steps and how to follow them. ,Rebuttal
this would just promote the ability to think for their own ,Rebuttal
"However, the point of someone expressing creativity, is being able to take anything and make it their own. A student can still be creative and express themselves through the work given by the teacher. Having the ability to express his or her own ideas and meet the requirements, will stand out to any teacher evaluating it. Just because the range of ideas and creativity is limited when the student is not able to create his or her own project, does not mean creativity or personal ideas are completely shut out and prevented from being intertwined within the teacher's design.",Rebuttal
"but what if you fail the project? What if you canÃÂ´t finish in time? Both of these could happen, then what will you do? ",Rebuttal
"However, role reversal and having the students design the projects can result in more creative ideas, have individuality or unique portrayals of each separate idea, and a overall better interest in the project itself. As a result this side is more effective because you can gain more interactions within the targeted group, more interest in the assignment as a whole, and lower levels of stress weighing on a person or group. ",Rebuttal
"While this may be true for some aspects, such as selecting the courses they wish to take, this should not be the case for summer assignments. This is because many students may take advantage of an opportunity to design their own summer projects, by making them as quick and easy as possible. While this may allow students to enjoy their summer break more, it compromises the very objective of summer assignments, that is, to enhance their education through having continuos learning instead of a complete break from school over the summer. ",Rebuttal
" Even though this may be partly true, the teachers can easily let the students, who are designing the projects, know what the students should learn from the projects and go from there. Students will have a better clue on what the projects need to be about and can make it interesting for the students, so that they continue to learn over their break. If students design the experiments, they can make sure the experiments aren't complicated or tedious either.",Rebuttal
"this is a flawed argument because most assignments given by teachers are strict and are only focused on a certain topic that not every student will take interest in. It's also important to give students a chance to be creative with their own guidelines and requirements, something that is restricted when a rubric designed to a teacher's expectations is given. Students would simply thrive more if handed an assignment they could create and build on their own.",Rebuttal
"those type of people would be wrong.

Many famous celebrities and scientists got to where they are or were because they had to be creative to reach that high. Furthermore, being creative on school projects makes one different and unique and many teens today should do that.",Rebuttal
unlike the teachers that have had experiences with other kids completing their assignments in the past.,Rebuttal
"This is a valid point, however, us students just want to improve ourselves. It can be embarrassing to lack understanding of what's going on in the classroom; it can also make students feel like failures, or even feel stupid. I know from personal experience that school leaves majority of the kids feeling like the most idiotic person alive; but that just motivates them to do more to improve so they won't think down on themselves. That is where the student-designing comes into play; if they made it too easy for themselves, they wouldn't be improving. If they're not improving, the continuous cycle of feeling like an idiot will not end.",Rebuttal
 However I myself am a student and I know once students get an assignment that they are eager to do your probably going to get their best work yet.,Rebuttal
"This may easily be countered by the teacher. Just because students would be able to design their projects, doesn't mean that the teacher doesn't oversee their actions. ",Rebuttal
"Teachers also have the ability to counter this by providing a calender for when certain parts of the project need to be turned in. One teacher would assign a summer project with the same guidelines for a whole class, which allows for the projects to have fairly similar requirements.",Rebuttal
"Although this argument has its merits, it is flawed; teachers realize that students do not put effort into projects that they are not invested in, so teachers have methods of getting students to become invested in their projects. ",Rebuttal
"However, many students today are extreme procrastinators and because of that their work would likely be average or below average. Teacher-designed projects are better because there would be a system that students can use to understand information better. If students were in charge it would become a jumbled messy puzzle of a project.",Rebuttal
It's good to have the students enthusiastic and engaged but it's not ensured whether they will learn something or not. The chance of a student designing a project that won't help them learn much is not beneficial and defeats the purpose of the summer projects. It's a teachers's job to make sure that students are learning so they will do their job and make sure they are. It's better to know for sure the students will learn with the teachers designing it rather than to not be sure with the students designing it. ,Rebuttal
"Its better to give them work that means something , work that teachers can study , so they can feel like as a teacher your just as invested in them as they have to be into you.",Rebuttal
"While it is true that the teachers know the content the best, they might not really know if it is something the students are capable of yet.

The teacher creating the summer assignment might not know how much the student has learned in the previous year so there is a chance that the summer assignment is too difficult for some.

Many times summer assignments are both made to review previous content and introduce new content the students will need when coming back to school.

Students can be left behind if the teacher made assignment is too difficult for the students.
",Rebuttal
but it is evident that students learn the way teachers would like us to learn for our entire school year.,Rebuttal
"But it is called break for a reason. But if we get work, might as well be fun. ",Rebuttal
"Although their problem solving skills may be tested, they are still more likely to design a less efficient project due to their lack of education preparation.

Where as a student lacks this education preparation, a teacher has spent years gathering it. Teachers can use their knowledge to create the perfect project for the class.
",Rebuttal
This argument is false because discipline is not always effective,Rebuttal
"Though, some of the school requires the teacher's to design a project not the student's because it is out of schools law because if they do something wrong, the teacher gets into trouble ",Rebuttal
"While this is possible, when a student is pushed, surprising results follow. In addition, giving students that necessary push is how we can create a brighter future.",Rebuttal
"However, if the projects were both educational and entertaining, then summer would be that much more enjoyable. It would also allow the content to soak in much better.",Rebuttal
"but this is not true. Ultimately, student-designed projects are better because they persuade students be more unique and creative.",Rebuttal
"If the projects were teacher-designed, then students can follow how to do the project correctly and lean the information that the teacher wants. While this may be true, it can also help students on their thinking skills. ",Rebuttal
a teacher should create guidelines based on creativity and display of knowledge rather than conformity.,Rebuttal
 students don't learn that way.,Rebuttal
As well as choosing something interesting to grade age kids. Most commonly students do not interact or don't want to interact with subjects or topics that don't interest them. ,Rebuttal
"However, having projects that are created by the student leaves room for interpretation, which could confuse students, and may take them in the wrong direction. ",Rebuttal
"However, students will quickly realize that what is easiest for them is not enough, and they will need to challenge themselves throughout these assignments to make sure that they are ready for the school year that is to come.",Rebuttal
" they have to understand that students know what they enjoy doing, and what they do not enjoy doing",Rebuttal
Although It can help them learn new things they have not learn before in school or any place they have been to before. ,Rebuttal
" student designed work will target trouble factors but teacher-designed will through a whole curriculum at you.
",Rebuttal
 not a lot of people can afford a tutor to help them. ,Rebuttal
"But if you were to do that grades and testing scores would rise because students are doing better.
",Rebuttal
"While their may be some ground behind these claims, giving free choice to students like this is like giving a car to a child. They don't know what they are doing and it's just going to hurt them. These students could also rig the system in their favor and make it so easy that they don't need to learn anything, therefor, making the point of the summer project entirely pointless.
",Rebuttal
"However, lowering the difficulty of a project doesn't cause a dramatic shift in student participation. As seen in several classrooms, in regards to homework, regardless of the difficulty in the assignment, many student willingly choose to not complete their assignment. Therefore, attendance or participation is an irrelevant factor when designing these projects. ",Rebuttal
Some students can fear having to design their own assignment could possibly add more stress from having to come up with a worthy project,Rebuttal
"but summer is the time for kids to relax, hang out with friends and family, and simply enjoy being stress free for a couple of months.",Rebuttal
"However, if students are given the idea that they can design their own project they will be excited for it, and start putting some serious thought into it. ",Rebuttal
"I wish we were mature enough to handle that responsability. But,the truth is we would make it as easy as possible. You may be thinking heck yea that sounds perfectly fine to me. But,in doing that you would defeat the whole point of doing the Summer project in the first place.",Rebuttal
"Yes this could work, giving the students freedom, but it also has been done before and the effect has been, contrary to popular belief, less then stellar. ",Rebuttal
"But to the contrary, a large body of evidence supports that with minimal guidance from the teacher over the summer, taking longer breaks from hard and tiresome work isn't that detrimental for your learning. ",Rebuttal
" However, by having the student design the project they will actually have more interest in it.",Rebuttal
"Though that's a valid reason, The teachers arent the ones who are actually doing the project and learning the new information given. The project might appeal to teachers interests but that won't help the students retain the information if its not something they enjoy or they find the criteria difficult. Whereas a student designed project will help the student because most of them have the same level of understanding the material and students can give each other tricks into memorizing and learning the information. ",Rebuttal
unfortunately certain students may take advantage of its given flexibility ,Rebuttal
but this is not a good idea.,Rebuttal
"Clearly, they are incorrect because student-based summer projects allow students to move at a pace that is appropriate for them and give students incentives to work harder. ",Rebuttal
"However, they are incorrect because everyone is unique, has their own way of understanding certain situations, and solves problems in different ways. ",Rebuttal
"However, they are wrong because student-designed projects are more beneficial to grades because they make students more motivated, and motivation leads to more effort placed into the project.",Rebuttal
" however, even if they are not the value of learning to think and the other benefits of student designed projects outweighs the over specified structure of the teacher designed projects. ",Rebuttal
but that is not always true. It is good to let students take over sometimes. It is also a great way for teachers to see the potential for their students. ,Rebuttal
student-designed projects allows the students to enjoy their summer while also learning new information. The project keeps the student thinking and using his/her knowledge which should be all that matters. Student-designed projects keeps students motivated and interested in learning.,Rebuttal
in the long run it will be more fun for them. ,Rebuttal
" Personally, I didn't agree with the position I got but, had to improvise and it made me feel like my opinion didn't matter; I was hiding behind this position my teacher gave me; especially since the issue was about my identity and how my ancestors were treated in the past. I didn't want to support the pros on slavery because, it was degrading to me and most students felt that way. Allowing teacher-designed projects doesn't establish a trusting relationship, making most students feel excluded.
",Rebuttal
" Teachers, however, are more familiar with the material for they have been teaching it for many years, they may understand what should and shouldn't be included because they have prior experience with the issue. This understanding of the necessary materials that students tend to forget is a significant factor when considering if the assignment should be student-designed or teacher-designed.",Rebuttal
"This proposition may apply to other situations, but it does not apply to this one because students may have difficulty structuring the assignment, resulting in a confusing structure that may confuse the students completing the assignment over summer. Experience is a very important factor when considering if summer assignments should be student-designed or teacher-designed and teachers have a significant and teachers are significantly more experienced than students.",Rebuttal
"However this argument does not stand because the length and difficulty of the assignments are designed to aid the student in learning, the assignment is not meant to be completed promptly, it is meant to be completed over the course of their long break. This pattern of laziness in students is an important contribution to the idea that summer assignments should not be student-designed. ",Rebuttal
"however, it is important that students begin to thrive in their academics over the summer.",Rebuttal
 but it is summer break after all and students have been pushing themselves for about ten months. These students are tired and adding stress to their vacation is cruel. ,Rebuttal
 making them student- designed will ensure that students make them based on things that they enjoy. ,Rebuttal
"however allowing students to design their own summer projects allows teachers to get to know students, students are more likely to complete the project, and allows students to be creative.",Rebuttal
"That reasoning is flawed due to the fact that my friend Generic_Name was given a similar project, but with guidelines saying the stuff that she could and could not do. She has always been better than me at turning in assignments. When I found out that I had turned in my project before her ,I was astonished. I asked her why she had not not done yet. She said that she had not even figured out what she was going to do. She was bound to do what she was told to do and she lost the creativity factor that she has always loved. Creativity is vital to a students success when doing projects. It ensured that every project is different and more entertaining than traditional projects. ",Rebuttal
"That is not the case, because of my friend Generic_Name. Generic_Name had to do a summer project last year and he had no idea what to do. He called me an asked what my project was on. I told him that me and just about everyone in our friend group was doing our project on History. When the school year started I asked him what he did it on, and he said his project was on Economics. When we got our grades back he had gotten the highest out of all of our friends. This just shows that it is more likely for someone to get a better grade when they get to choose a project subject or topic that they enjoy to do. ",Rebuttal
" that is not true. We are trusted to be responsible young men, women, or however people identify themselves. This project is not just about learning at school, but learning about life. When given the choice to do the project how we want to do it responsibility plays a huge factor. Factors like: Will we get it done on time, how will we do it, what topic will we do it on, and if the project actually had time spent on it or if it was just sped through. Us students need to be responsible in order to get in to good colleges, get good jobs, and live good lives. It all starts with projects like these. When all of these factors are put together they are more likely to make us more responsible in the long run. ",Rebuttal
"However, this freedom gives the students the opportunity to turn schoolwork into something that interests them, thus motivating them to do well.",Rebuttal
"however, teacher-designed projects would not prepare students for the upcoming school. During the school year, students are often required to create their own essay, lab design and presentation by teachers for a grade. Students completing a design that they have created will allow them to practice skills that teachers will require during the school year.",Rebuttal
". On the other hand, Teachers who have been working with students for years will know how to get a student to grasp the topics. Therefore, teachers designing assignments will know how to mold the assignment into a more enjoyable experience.
",Rebuttal
"Students are often detached from their learning; therefor, allowing them to create a project that could possibly worked on for months can help student regain their love of learning.",Rebuttal
" but they also want his or her students to learn/experience new things. Even though this reason validates itself, some students would not be able to gain the motivation that is needed to complete the project.",Rebuttal
"What they did not consider is that it is summer break and that most students would not be working hard anyways. To add, having student-designed projects would allow the students to be more enthusiastic about the project and work harder. If you expect students to work hard during summer why even have a summer break? It does not make any sense to give students a break that they still need to work during. ",Rebuttal
" a teacher-designed project could easily accomplish the same task.

A teacher-designed project that allows a student the freedom to learn and research topics that they find interesting, would combine the benefits of a student-designed project and a teacher-designed project.

The good formatting and difficulty of a teacher-designed project paired with the creative freedom of a student-designed project would result in an assignment that would allow a student to learn about topics that they find interesting, thus meeting the goal of a summer project.

Allowing a student to choose what topic they research will also benefit them in long run, as tend to retain information that they find interesting, meaning that the project will not be completed just to start the new school year off with a good grade. ",Rebuttal
 some students wouldnt like the topic or the teacher would want them to include certain things students might not know how to do or would like to include in their project. This will also give them less freedom of choosing there style of project. Teacher based projects would also be more educational based off of things they teach and wouldnt intrest students and it would be msot likely not turned in by the end of summer. ,Rebuttal
Studies say having year round school or even summer work will improve test scores and makes kids work harder. Summer work is a great idea. ,Rebuttal
"This argument, although enticing, is false, due to the fact that a student will gain more knowledge of a topic if it is of their choosing, instead of doing what many do now, which is simply going online and searching for the answers. A student can learn almost nothing except how to efffectively cheat from a teacher designed project.",Rebuttal
"If this is true, having a teacher designed project does not change that situation. The reality is that if a student is lazy and doesn't want to learn, they will not learn. ",Rebuttal
"While teachers have experience making projects and understand just how hard each component will make it. So using a middle ground will help teachers let their kids be independent. By letting the teachers give students a guideline on what exactly the project should or should not have, will let them feel secure about them finishing it. ",Rebuttal
"However, that has been the problem of education and why some students fail their classes because they aren,t given the option of what they want to do or how they want to do it. Students have their own way of learning. But the best way for them is them exploring on their own, finding their own interests of how they want to do their assignments. Sometimes students learn by comparing things of what they like to what they have to do to complete their task.",Rebuttal
However allowing students to design their own projects will allow them to challege themselfes . They will also probley pick a project that is enjoybal to them and will make the learning experiance so much better and the students will most likely complte a project they ejoy doing. Also allowing students to design their own project wont make them be careless it will allow them to make adult choices on their own . This being said will show how much they are growing up and how they can make good choices on their own and how they can do it by themselfs . Allowing them to pick it will mostlikly make them make better choices much rather then carless ones . ,Rebuttal
And while it may be good that the student is interested in the topic they are working on it sort off defeats the purpose of the project. Because the projects are suppose to be a introduction into the next year and a way for the teacher to learn about the students ,Rebuttal
" This resulted in the majority of homework assignments being non-graded. Many students are looking at this as a way to get out of doing work, but this will always come back to hurt them in the future. A student who completes all of the work assigned, regardless of if it is graded or not, has a much higher chance of doing well in the class compared to a student who only does the required amount of work. ",Rebuttal
it is less practical to operate in such a way,Rebuttal
" While this can be true, teachers can create an overall rubric that addresses the key elements that each project must include, no matter the topic. ",Rebuttal
"However, if students were to design their own projects and chose their own topics from what they are interested in, they would have more interest in the completing the project they chose. ",Rebuttal
"Being able to come back to school next year will be less stressful without trying to remember things that have been forgotten about over a certain period of time. It is always best to stay up-to-date with all the things that are taught. It also feels nice to carry around knowledge known to themselves, but not to others. Students may be updated with their knowledge to the point where they might show their teachers a few things",Rebuttal
 but what they do not consider is that students could express themselves and teach their teachers and classmates something new about their experience during their summer break. ,Rebuttal
"However, if they take time and pace themselves the project shouldn't take that much time; since it's based on what they previously learned.",Rebuttal
"However, most teachers are still reachable through their school email or any other way that you would use to contact them to ask questions.",Rebuttal
"However, it would be more helpful to challenge the students on new topics to see where they are at, at comprehending the new topic. ",Rebuttal
"Although, I think that a student-designed project is better because students should have easier work over summer break, and it gives them more freedom on how to do their project. ",Rebuttal
"While this opinion is relevant, it is not a valid point because students will end up making their work too easy. ",Rebuttal
" On the other hand, teachers may have it easier figuring out what interest all or almost all of the students. Teachers could conduct surveys and have students fill out their interest, and the teachers can design the project based on the answers provided by the survey. Although, this method may not be entirely great for each individual student, it would be great for the majority of them. ",Rebuttal
"but teacher designed projects prevent students from acquiring real world experiences, freedom, and an extra learning experiences that a student designed project would provide. ",Rebuttal
"However, students would barely learn anything about the topic that is chosen for them, because they are forced to work on that topic. Also when the students are back in school and they have to present their projects, the other students might not even pay attention to their classmates presenting, because they would already know the information that is going to be said. The classmates that I've talk to in my school state to my that they have more fun with a project when they get to pick their own topic to choose from, and tend to pay attention more to when their classmates present different projects topics.",Rebuttal
"Whenever I'm given a summer assignment, I know for a fact it I won't even look at the assignment until maybe about a few days before the first day of school. Which would lead to me rushing a lazily put together assignment and a not so good grade. Giving students the opportunity to design their own assignments will lead to students rushing their projects, and justifying it by claiming that the level of quality meets the standards of their assignment. ",Rebuttal
" However, if students are allowed to pursue their interests, they will be motivated to do their projects. ",Rebuttal
They are wrong. We deserve to make school the best experience for ourselves and for our peers around us.,Rebuttal
This is why student-designed projects are something school should provide students with. It gives them something productive to do while learning traits they'll use all life long not only at school. Teaching them dicipliny and dedication. ,Rebuttal
there is a higher chance it would make them less prepared for the course. Students would struggle to maintain responsibility towards the assignment.,Rebuttal
"But it would have to go through trails to make sure the project is actually safe to do at home by their selves. Therefore in the long run it would be more work for the student and the teachers if the students came up with the summer project by themselves. A safer and better way to do things would to compromise the options for students,the teachers could come up with the project ideas and have the students vote on the one they would rather do. As well as having many options for students to pick from over the summer so they are not limited to or only have one option to chose from.",Rebuttal
"However, students who design these summer projects can easily be given a description of the required curriculum to guide them while they design their projects. This will allow them to find ways they can incorporate the material into an achievable project.",Rebuttal
"but that thought is incorrect. Giving the student the choice will cause them to choose a topic they are interested in and willing to work on, that even may not have been looked into before.",Rebuttal
This problem could be solved if the student was working on something he or she has chosen and is interested in.,Rebuttal
 Others would say that what is important is the student not the assignment. These summer assignments should be helping the students learn and help them be themselves.,Rebuttal
"The fact of the matter is, teachers will implement guidelines and requirements for the projects that students will design, which will keep them from being able to cut corners with their work. If teachers were to design these projects, students would lose a valuable opportunity to learn the life skill of self-direction. ",Rebuttal
"We have those important three months of freedom to do as we choose, teachers should understand that and give us the oppurtunities of working passionately with no boundaries.
",Rebuttal
 I believe this forces them to be more open minded ,Rebuttal
"However, this argument presumes that all teachers don't let their students be creative in their own way by assigning similar assignments or projects. As teachers have control on what they assign to students, they should put in a little more thought into what they want their students to do. We as students are capable in doing the projects our teacher assigns us do it but it wouldn't be too much fun or diverse if everyone had nearly the same information and knowledge on every project given. ",Rebuttal
", but that just isn't the case. A student-designed project allows for students to incorporate their personal values and gives them the opportunity to create new friendships.",Rebuttal
"however, this is not always the case.",Rebuttal
"But teachers understand that and know that the only way their students will complete their project is that if it wasn't boring. Even during the school year teachers try to make their lessons as interesting as possible to keep their kids involved. Summer projects don't have to be paper work, it can also be something that has to be physically done. So, that means that you'll have fun, new experiences, they might also be required to be done with a friend which makes the project a whole lot better. So I still agree with teacher-designed projects as they not only help us but keep us on the right path of what we should be doing and learning while having fun.",Rebuttal
"the only person that knows a students comfortable limit of work around their daily routine is the student themselves, during the summer many of them could be out of town for majority of their break and to which they wont be able to have enough time to balance their own routine and the schools summer assignment",Rebuttal
"On the other hand, learning in a fun way can hinder how much the student learns. Teacher-designed projects are better for students' academics. ",Rebuttal
but summer projects are once again just about assuring that students are learning and usually not followed up on as true assignments. The question of if a student learned the same thing as everyone else should not be as important as them just learning something relevant in general. ,Rebuttal
but the students who took the class ultimately know what the students will need to pass the final tests. ,Rebuttal
"However, allowing teachers to take charge on these assignments will prevent the students from exploring new ideas and varying their knowledge.",Rebuttal
" Since every student is different, every student benefits with the power to work at their own pace. ",Rebuttal
"On the other hand, teachers can simply just note as a minor requirement that students must make one quick connection from their project to any theme that will be studied in the school year. ",Rebuttal
" However, student-designed projects are not always the best reflection of the students and their work ethic.",Rebuttal
 They should be student designed because if students are supposed to have a three month break from school after being in school for over 9 months and the school gives them a project its already wrong. So by giving them the ability to do their own project would be 10x more effective than teachers giving it,Rebuttal
"Even though self teaching is a very good way to learn information, I believe that learning from someone that has mastered the information and teaches it every single year is way better and easier for the student trying to learn the information.",Rebuttal
"they are wrong. No mater what topic or subject is chosen for the summer project, or for anything in life, there is always something more that a person could learn and gain from it. Students know what they like, so they can chose the topic but in the end its still a project and its something the students must put work and thought into, pushing them to grow. When the project is student-designed the person doing the project would have more motive to finish the project well and learn even more on the topic, than if a teacher designed the project. Having the students interest in a summer project could make them want to learn more, instead of forcing them into more stress. ",Rebuttal
 It actually the opposite half of any schools in the world may have students who is into art or into designing things.,Rebuttal
but students need to become independent and be able to learn about a topic important to them without a teacher spoon-feeding every little fact. Independent learning will allow for children to build up information on a topic and eventually use that knowledge to follow their interests to an enjoyable occupation. ,Rebuttal
they are wrong because there are a lot of bright students that don't need a teacher's help with a lot of things and im pretty sure that they don't need help on deciding on something as simple as a project that can be anything that they want. ,Rebuttal
 however they are wrong because that little piece of freedom to decide what they are going to do on a project is getting one step closer to be a self depending person.,Rebuttal
" Learning is retaining, if the students do not retain any of the knowledge they are just trying to complete another teacher-given assignment, and they are not truly learning.",Rebuttal
but their reasoning is flawed because students do not have the knowledge that teachers have gained from their hundreds of students and the years spent in college to learn how to teach.,Rebuttal
"the truth is that teachers spend an enormous amount of time with their students not only in class, but also after and before school",Rebuttal
" but it is entirely based off the false assumption that most students would even have the focus and determination to make up a project like this all on their own.
",Rebuttal
 I disagree. Studies show that a majority of students cheat and/or recieve answers from other students regarding to homework outside of the classroom.,Rebuttal
" To avoid this teachers should create a rubric that the students must follow. This allows the teacher to grade the project on effort, creativity and neatness but also allowing the student to do what they please with the assignment.",Rebuttal
"However, teachers can discipline them by reporting them or writing them up. ",Rebuttal
But most students wont end up turning it in before school starts. ,Rebuttal
 however the whole project development will be overseen by teachers and adults to make sure the projects are fair.,Rebuttal
" Summer projects should be teacher designed because of benefits to teachers such as planning ahead, projects being easier to grade, and not having to worry about students doing the wrong things.",Rebuttal
"But, schools will have a raise in student participation with the summer project if schools allow them choice of their own topic. Schools will notice students doing their summer projects that didnt do them the prior year when the topic was assigned. As well as letting the students choose their own topic schools are letting the students let their teacher know a little bit about themselves with whatever topic they choose. This allows the teachers to better understand their students before the year really kicks off.",Rebuttal
" but even if the project is simple that student might still learn something from it, and its better than receiving no project at all. ",Rebuttal
"I believe that a more structured assignment is not necesarily a good thing. While a structured assignment does have its benefits a more open ended project allows students to work more creatively within the peramiters provided, and ensures that the end result better reflects the time and effort put forth by the student. Another important benefit provided by open ended projects is that it makes it harder to cheat or plagarize from other students. If every student is given the task of completing the exact same project it makes it very easy to take the work of another student and slightly edit it for thier own project. This problem is largely elliminated with student designed projects because no two students will be doing the same exact project, and everyones projects will be unique to them. ",Rebuttal
But a techer designed project with a more rigid structure wouldn't change that. Students who have no intrest in the class or project will look for the easiest solution that requires the least ammount of effort no matter what kind of project they are given. Teacher designed projects only get rid of any chance of engaging students that would otherwise be disintrested. ,Rebuttal
"However, summer projects should be teacher designed because of the benefits for later such as learning soemthing new and learning time management. Also teachers should design the summer projects of the benefits students can get now like less stress and the ability to have more time on their project.",Rebuttal
" That wouldnt work because they dont know anything about the topic, and they will procrastinate and do it the last week of the summer making it rushed and it wont be beneficial to them at all. ",Rebuttal
"Pushing creativity is good for students, but in I feel like a summer project is something you do so you can have knowledge of the topic when school starts, instead of something fun youll forget about in a week or two ",Rebuttal
others say that the teacher can simply make a standard rubric where any topic could possibly fit the criteria. ,Rebuttal
"While that may be true, the purpose of the assignment is to inspire the students to learn and if the students don't enjoy the topic they were assigned, it defeats the entire purpose of the assignment since it discourages them from learning more over the summer. ",Rebuttal
